mart_catering.app_fact_xz_population_city_business_area mart_catering.app_fact_xz_population_city_business_area_to_tair
mart_catering.app_fact_xz_xmd_user_location mart_catering.app_fact_xz_population_city_district
mart_catering.dim_lianjia_community mart_catering.app_fact_xz_population_city_district
mart_catering.app_fact_xz_population_city_district mart_catering.app_fact_xz_population_city_district_to_tair
mart_catering.app_fact_xz_xmd_user_location mart_catering.app_fact_xz_population_city_geohash
mart_catering.dim_lianjia_community mart_catering.app_fact_xz_population_city_geohash
mart_catering.app_fact_xz_population_city_geohash mart_catering.app_fact_xz_population_city_geohash_to_tair
mart_catering.app_dim_xz_poi_geo_full mart_catering.app_fact_xz_shopping_mall_poi_geo_full
mart_catering.dim_common_xmd_poi_ss mart_catering.app_fact_xz_shopping_mall_poi_geo_full
origindb.poiop__sm_poi_relation mart_catering.app_fact_xz_shopping_mall_poi_geo_full
mart_catering.app_fact_xz_shopping_mall_poi_geo_full mart_catering.app_dim_xz_poi_category_geo_detail
mart_catering.app_fact_xz_siwei_poi_geo_full mart_catering.app_dim_xz_poi_category_geo_detail
mart_catering.app_fact_xz_subway_poi_geo_full mart_catering.app_dim_xz_poi_category_geo_detail
mart_catering.app_fact_xz_xmd_user_location_d mart_catering.app_fact_xz_active_mt_user
mart_catering.app_fact_xz_xmd_user_location_d mart_catering.app_fact_xz_xmd_user_location_detail_d
mart_catering.app_fact_xz_xmd_user_location_d mart_catering.app_fact_xz_xmd_user_location_detail_h
mart_catering.app_fact_xz_xmd_user_location_d mart_catering.app_fact_xz_xmd_user_location_detail_m
mart_catering.app_fact_xz_xmd_user_location_d mart_catering.app_fact_xz_xmd_user_location_detail_w
mart_catering.app_fact_xz_xmd_user_location_detail_d mart_catering.app_fact_xz_xmd_user_location
mart_catering.app_fact_xz_xmd_user_location_detail_d mart_catering.app_mining_xz_xmd_user_reside_sw
mart_catering.app_fact_xz_xmd_user_location_detail_h mart_catering.app_fact_xz_city_geohash7_heat_h
mart_catering.app_fact_xz_xmd_user_location_detail_w mart_catering.app_fact_xz_city_geohash5_heat_w
mart_catering.app_fact_xz_xmd_user_location_detail_w mart_catering.app_fact_xz_city_geohash6_heat_w
mart_catering.app_fact_xz_xmd_user_location_detail_w mart_catering.app_fact_xz_city_geohash7_heat_w
mart_catering.app_fact_xz_xmd_user_location_detail_w mart_catering.app_fact_xz_city_geohash8_heat_w
mart_catering.app_fact_xz_xmd_user_location_detail_w mart_catering.app_xz_user_location_cate_consuming_ability
mart_catering.app_fact_xz_xmd_user_location_detail_w mart_catering.app_xz_user_location_dish_preference
mart_catering.app_fact_xz_xmd_user_location_detail_w mart_catering.app_xz_xmd_user_location_w
mart_catering.app_xz_xmd_user_location_w mart_catering.app_xz_mining_user_tag_avg_pop
mart_catering.app_xz_mining_user_tag_avg_pop mart_catering.app_xz_mining_user_tag_avg_pop_to_tair
mart_catering.app_dim_xz_poi_category mart_catering.app_mining_xz_city_catering_category_location_recommend
catering.app_dim_xz_poi_category mart_catering.app_dim_xz_poi_category
mart_catering.app_dim_xz_poi_category_map mart_catering.app_xz_catering_poi_popular_dish
mart_catering.app_dim_xz_poi_geo_full mart_catering.app_xz_catering_poi_popular_dish
mart_catering.app_fact_xz_poi_dish_recommend_full mart_catering.app_xz_catering_poi_popular_dish
mart_catering.dim_common_xmd_poi_ss mart_catering.app_xz_catering_poi_popular_dish
